ORDEN,AÑO,DISCIPLINA DEPORTIVA,No. GRUPO,BARRIO CLUB,COMUNA CLUB,SEXO,EDAD,ESTRATO,BARRIO DEPORTISTA,COMUNA DEPORTISTA,GRUPO ETAREO
3888,2020,BALONCESTO,club deportivo bucaneros,MUTIS,17. MUTIS,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3889,2020,BALONCESTO,club deportivo bucaneros,MUTIS,17. MUTIS,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3890,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3891,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,60 en adelante
3892,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,,SIN INFORMACION,SIN INFORMACION,60 en adelante
3893,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3894,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3895,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3896,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3897,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3898,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3899,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3900,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3901,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,,SIN INFORMACION,SIN INFORMACION,60 en adelante
3902,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,5,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3903,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,5,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3904,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,5,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3905,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3906,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3907,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,5,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3908,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3909,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3910,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3911,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3912,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,4,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3913,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3914,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,3,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3915,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3916,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3917,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3918,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,2,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3919,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3920,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,3 a 12 años
3921,2020,BALONCESTO,club deportivo jordan barrios,LA AURORA,13. ORIENTAL,FEMENINO,,4,SIN INFORMACION,SIN INFORMACION,13 a 17 años
3922,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3923,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3924,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3925,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3926,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3927,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3928,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3929,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3930,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3931,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3932,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3933,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,2,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3934,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3935,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3936,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3937,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3938,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3939,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3940,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3941,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3942,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3943,2020,BALONCESTO,club troyanos,SAN ALONSO,13. ORIENTAL,MASCULINO,,5,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3944,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,MASCULINO,,3,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3945,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,FEMENINO,,1,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3946,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,FEMENINO,,2,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3947,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,FEMENINO,,2,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3948,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,FEMENINO,,2,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3949,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,MASCULINO,,1,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3950,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3951,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,FEMENINO,,1,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3952,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,MASCULINO,,4,SIN INFORMACION,SIN INFORMACION,18 a 59 años
3953,2020,"ATLETISMO, BALONCESTO, FUTBOL, NATACION, GIMNASIA, PORRISMO Y KARATE",club deportivo de la asociación asopormen,BOLIVAR,13. ORIENTAL,MASCULINO,,2,SIN INFORMACION,SIN INFORMACION,18 a 59 años
